Time,CensusTract,NumberOfReports
01/2018,102.0,2
01/2018,1377.0,3
01/2018,806.0,4
01/2018,92.0,2
01/2018,746.0,1
01/2018,398.0,1
01/2018,531.0,2
01/2018,818.0,1
01/2018,594.02,3
01/2018,1039.0,1
01/2018,260.0,1
01/2018,140.0,4
01/2018,788.01,1
01/2018,1189.0,1
01/2018,210.0,2
01/2018,683.0,2
01/2018,671.0,1
01/2018,364.0,3
01/2018,19.02,4
01/2018,156.03,3
01/2018,220.0,2
01/2018,205.01,3
01/2018,34.0,7
01/2018,426.0,2
01/2018,171.0,5
01/2018,884.0,2
01/2018,302.02,5
01/2018,511.0,1
01/2018,1417.0,3
01/2018,862.0,1
01/2018,1502.0,1
01/2018,1301.0,2
01/2018,535.0,3
01/2018,328.0,6
01/2018,481.0,3
01/2018,395.0,6
01/2018,331.0,1
01/2018,1507.02,2
01/2018,128.06,1
01/2018,309.02,3
01/2018,156.02,2
01/2018,988.0,2
01/2018,97.01,1
01/2018,146.06,2
01/2018,271.02,1
01/2018,267.0,1
01/2018,424.0,1
01/2018,1267.0,2
01/2018,878.0,1
01/2018,124.0,2
01/2018,441.0,1
01/2018,307.0,6
01/2018,342.0,7
01/2018,179.02,2
01/2018,1128.0,2
01/2018,1028.01,1
01/2018,269.0,5
01/2018,154.01,2
01/2018,790.0,2
01/2018,500.0,1
01/2018,259.0,2
01/2018,129.02,2
01/2018,215.02,3
01/2018,197.0,5
01/2018,72.0,4
01/2018,779.04,2
01/2018,383.02,2
01/2018,146.04,1
01/2018,779.07,2
01/2018,6.0,4
01/2018,736.0,1
01/2018,303.01,2
01/2018,356.0,1
01/2018,123.0,4
01/2018,136.0,1
01/2018,809.0,4
01/2018,1175.0,1
01/2018,229.01,1
01/2018,510.02,2
01/2018,869.0,1
01/2018,1110.0,1
01/2018,266.0,1
01/2018,155.0,9
01/2018,808.0,1
01/2018,996.0,1
01/2018,96.0,1
01/2018,334.01,2
01/2018,1522.0,1
01/2018,309.06,1
01/2018,123.01,1
01/2018,709.0,1
01/2018,297.0,3
01/2018,305.0,2
01/2018,579.0,1
01/2018,886.0,1
01/2018,223.0,1
01/2018,548.0,1
01/2018,244.01,2
01/2018,302.01,2
01/2018,1008.0,1
01/2018,141.02,1
01/2018,279.0,6
01/2018,245.01,2
01/2018,264.0,2
01/2018,235.0,2
01/2018,399.01,3
01/2018,638.0,1
01/2018,215.0,1
01/2018,1347.02,1
01/2018,871.0,2
01/2018,174.0,2
01/2018,130.0,2
01/2018,1529.02,1
01/2018,325.0,1
01/2018,770.0,2
01/2018,44.0,3
01/2018,253.0,4
01/2018,205.0,1
01/2018,45.0,3
01/2018,546.0,1
01/2018,411.0,2
01/2018,103.0,2
01/2018,99.02,2
01/2018,1208.02,1
01/2018,380.0,1
01/2018,119.0,4
01/2018,70.01,2
01/2018,170.09,1
01/2018,359.0,4
01/2018,944.01,1
01/2018,575.0,3
01/2018,1409.01,1
01/2018,15.02,3
01/2018,737.0,1
01/2018,467.0,2
01/2018,253.01,1
01/2018,367.0,2
01/2018,491.0,1
01/2018,36.01,1
01/2018,296.0,2
01/2018,22.01,3
01/2018,1014.0,3
01/2018,321.0,1
01/2018,343.0,4
01/2018,397.0,1
01/2018,238.0,1
01/2018,128.05,1
01/2018,317.04,1
01/2018,208.04,1
01/2018,349.02,1
01/2018,207.02,1
01/2018,377.0,1
01/2018,52.0,1
01/2018,170.05,1
01/2018,369.02,1
01/2018,632.0,1
01/2018,403.04,1
01/2018,451.01,1
01/2018,515.0,2
01/2018,22.0,1
01/2018,277.04,1
01/2018,40.02,1
01/2018,796.01,1
01/2018,610.03,1
01/2018,118.0,3
01/2018,724.0,1
01/2018,198.0,3
01/2018,19.03,1
01/2018,334.04,1
01/2018,856.0,1
01/2018,892.01,3
01/2018,165.0,1
01/2018,1010.02,1
01/2018,508.01,1
01/2018,142.0,3
01/2018,135.02,1
01/2018,391.0,3
01/2018,1208.01,1
01/2018,769.01,1
01/2018,484.01,1
01/2018,1168.0,1
01/2018,288.02,1
01/2018,174.02,1
01/2018,371.0,1
01/2018,237.0,2
01/2018,288.01,1
01/2018,1341.0,1
01/2018,690.0,4
01/2018,1567.0,1
01/2018,525.0,2
01/2018,31.0,1
01/2018,237.03,2
01/2018,1122.0,1
01/2018,220.01,1
01/2018,40.01,1
01/2018,226.0,2
01/2018,374.0,1
01/2018,323.0,5
01/2018,1223.0,1
01/2018,814.0,2
01/2018,80.0,1
01/2018,36.02,1
01/2018,431.0,1
01/2018,352.0,2
01/2018,84.0,1
01/2018,149.02,1
01/2018,1010.04,2
01/2018,375.04,1
01/2018,142.01,1
01/2018,3413.01,1
01/2018,713.05,1
01/2018,48.0,3
01/2018,524.0,1
01/2018,285.0,2
01/2018,174.01,2
01/2018,810.0,1
01/2018,99.0,1
01/2018,286.0,1
01/2018,265.01,1
01/2018,1203.0,1
01/2018,36.0,1
01/2018,1144.0,1
01/2018,405.01,1
01/2018,972.06,1
01/2018,466.0,1
01/2018,936.0,1
01/2018,664.03,2
01/2018,912.0,1
01/2018,425.0,1
01/2018,334.0,1
01/2018,440.0,1
01/2018,493.02,2
01/2018,96.01,1
01/2018,981.0,1
01/2018,1241.0,1
01/2018,362.0,1
01/2018,970.0,1
01/2018,366.0,1
01/2018,610.04,1
01/2018,942.01,2
01/2018,624.0,1
01/2018,358.0,1
01/2018,857.0,1
01/2018,997.03,1
01/2018,180.0,2
01/2018,717.02,1
01/2018,663.01,1
01/2018,610.02,2
01/2018,1621.0,1
01/2018,1579.03,1
01/2018,14.02,1
01/2018,136.03,1
01/2018,779.02,1
01/2018,240.0,1
01/2018,1008.04,1
01/2018,1134.0,2
01/2018,383.0,1
01/2018,934.02,2
01/2018,773.0,1
01/2018,1097.0,1
01/2018,942.03,1
01/2018,545.0,1
01/2018,56.01,1
01/2018,779.08,1
01/2018,199.01,1
01/2018,824.0,1
01/2018,141.0,1
01/2018,1507.01,5
01/2018,707.0,1
01/2018,493.01,1
01/2018,1207.01,1
01/2018,574.0,1
01/2018,1192.0,1
01/2018,114.01,2
01/2018,944.02,1
01/2018,4.0,1
01/2018,998.02,2
01/2018,529.0,1
01/2018,277.06,1
01/2018,702.01,1
01/2018,1182.02,1
01/2018,1200.0,1
01/2018,703.0,1
01/2018,146.01,2
01/2018,916.03,1
01/2018,592.0,1
01/2018,1032.02,2
01/2018,561.0,1
01/2018,179.01,2
01/2018,414.01,1
01/2018,446.02,1
01/2018,697.01,1
01/2018,992.0,1
01/2018,299.0,3
01/2018,384.0,1
01/2018,99.03,1
01/2018,713.03,1
01/2018,288.0,1
01/2018,217.0,1
01/2018,600.0,1
01/2018,503.0,1
01/2018,1029.0,2
01/2018,383.03,2
01/2018,128.0,1
01/2018,207.0,1
01/2018,396.0,1
01/2018,151.02,1
01/2018,354.0,1
01/2018,1020.0,1
01/2018,517.0,1
01/2018,169.01,1
01/2018,528.0,1
01/2018,353.02,1
01/2018,317.02,1
01/2018,414.02,1
01/2018,452.0,1
01/2018,329.0,1
01/2018,779.03,1
01/2018,1012.0,1
01/2018,559.0,1
01/2018,1085.0,1
01/2018,302.0,1
01/2018,121.02,1
01/2018,282.0,1
01/2018,682.0,1
01/2018,1118.0,1
01/2018,820.0,2
01/2018,309.04,1
01/2018,121.01,2
01/2018,523.0,1
01/2018,972.04,1
01/2018,696.02,1
01/2018,488.0,1
01/2018,1008.01,1
01/2018,804.0,1
01/2018,30.01,1
01/2018,109.0,1
01/2018,133.02,1
01/2018,392.0,1
01/2018,456.0,1
01/2018,230.0,1
01/2018,154.0,1
01/2018,197.01,1
01/2018,208.06,1
01/2018,106.02,1
01/2018,583.0,1
01/2018,991.0,1
01/2018,938.0,1
