Time,Geoid,NumberOfReports
07/2017,36081105900,1
09/2017,36081000700,1
12/2017,36047051400,4
07/2017,36081013200,1
12/2017,36047080400,2
11/2017,36005008400,2
03/2017,36005040303,1
10/2017,36047075000,1
06/2017,36061010300,2
01/2017,36047031702,1
05/2017,36047023300,1
09/2017,36005021001,2
12/2017,36081031700,1
12/2017,36061013100,2
12/2017,36047024200,2
04/2017,36047051400,1
12/2017,36047081600,1
12/2017,36061007200,4
12/2017,36081148300,1
04/2017,36005046202,1
08/2017,36005042600,2
01/2017,36047050300,2
08/2017,36005021800,2
06/2017,36061017800,1
02/2017,36047121000,1
11/2017,36047088400,2
01/2017,36005022200,2
09/2017,36005043500,2
04/2017,36047046201,1
01/2017,36081006501,1
01/2017,36061001501,3
10/2017,36081006900,1
11/2017,36081061900,1
11/2017,36047012902,2
07/2017,36081006202,2
04/2017,36081088400,1
05/2017,36047038900,2
11/2017,36081028900,1
11/2017,36047025700,4
06/2017,36061021400,4
02/2017,36005026500,2
01/2017,36061013800,3
05/2017,36047029100,1
12/2017,36081140901,1
02/2017,36047028502,1
07/2017,36047051601,1
11/2017,36005017300,2
01/2017,36047023300,1
04/2017,36047031900,3
09/2017,36061003700,2
04/2017,36081101001,1
08/2017,36061006100,1
03/2017,36047030100,1
03/2017,36061003200,2
03/2017,36061012700,2
05/2017,36061023501,3
12/2017,36047019700,1
09/2017,36085022600,1
04/2017,36061029100,4
10/2017,36047044100,1
03/2017,36061011700,2
02/2017,36081051500,1
07/2017,36005004400,3
02/2017,36047038200,1
07/2017,36061028500,2
07/2017,36005019900,1
02/2017,36005002500,2
08/2017,36005021601,3
01/2017,36081045500,1
07/2017,36061004500,1
07/2017,36005005200,1
05/2017,36047024100,1
04/2017,36081157101,2
11/2017,36061011202,1
02/2017,36081046000,1
07/2017,36081025302,1
11/2017,36061016400,1
09/2017,36081033900,1
05/2017,36047019500,1
06/2017,36047048600,1
11/2017,36047119800,1
10/2017,36005022200,4
02/2017,36047034700,2
07/2017,36061021900,3
07/2017,36081044601,1
10/2017,36047020000,1
07/2017,36061013400,1
11/2017,36081012301,1
06/2017,36005041100,4
10/2017,36061001600,1
12/2017,36047025700,1
01/2017,36047053300,1
05/2017,36081045700,1
02/2017,36047121400,2
01/2017,36047021900,2
01/2017,36047020700,2
10/2017,36081063800,1
01/2017,36085020100,1
08/2017,36047019900,1
12/2017,36047110600,1
12/2017,36047114400,1
05/2017,36005033800,1
05/2017,36061028300,1
01/2017,36005041300,2
06/2017,36005003800,2
01/2017,36047023500,1
04/2017,36081092500,1
01/2017,36005041900,1
06/2017,36085006400,1
01/2017,36081147100,1
05/2017,36047037300,1
09/2017,36047011200,1
07/2017,36081046600,1
05/2017,36005036400,1
05/2017,36047051001,2
05/2017,36005042902,1
07/2017,36061000202,5
03/2017,36081033000,1
07/2017,36061014401,1
08/2017,36061001600,1
08/2017,36005038100,1
02/2017,36081084900,1
07/2017,36047116600,1
11/2017,36005021501,1
03/2017,36061020600,1
08/2017,36081016300,1
06/2017,36047021100,3
07/2017,36047028700,2
02/2017,36047088200,2
05/2017,36047049700,1
11/2017,36005034500,1
11/2017,36047034100,2
01/2017,36081137700,3
09/2017,36047111600,1
04/2017,36081062600,1
11/2017,36005015700,2
10/2017,36061006200,1
05/2017,36047111800,1
11/2017,36047063600,1
09/2017,36081095400,2
11/2017,36047003100,2
11/2017,36061016300,1
11/2017,36005024900,1
01/2017,36081099802,2
03/2017,36047093800,1
04/2017,36081004700,1
09/2017,36047006900,1
11/2017,36047034900,2
05/2017,36081007100,1
06/2017,36005040302,2
10/2017,36005046202,3
05/2017,36005022102,2
12/2017,36005002400,1
10/2017,36005026900,2
02/2017,36081055900,1
10/2017,36047079200,2
01/2017,36081122702,2
11/2017,36047041300,1
12/2017,36081077904,1
10/2017,36081094500,1
11/2017,36047032100,1
08/2017,36081028900,1
12/2017,36081000100,2
02/2017,36005038900,1
12/2017,36061020901,1
10/2017,36081059500,1
03/2017,36081001900,3
01/2017,36047048200,1
06/2017,36081028700,1
01/2017,36061025300,1
10/2017,36047004100,2
06/2017,36061017000,6
07/2017,36005040303,1
06/2017,36047110400,2
07/2017,36005003700,1
11/2017,36061002500,1
10/2017,36081055300,1
06/2017,36085013204,1
11/2017,36085001100,1
12/2017,36081073700,1
04/2017,36005020400,3
07/2017,36047017900,1
03/2017,36047045800,1
10/2017,36081075702,1
08/2017,36005040400,2
02/2017,36081039400,2
05/2017,36005032400,2
11/2017,36061017401,2
05/2017,36047115200,2
01/2017,36047051900,1
10/2017,36047018100,1
09/2017,36061022600,1
11/2017,36005011900,3
08/2017,36047004300,1
07/2017,36005030900,1
12/2017,36061027900,4
10/2017,36081012500,2
09/2017,36047030300,1
11/2017,36005033500,1
12/2017,36047050801,2
11/2017,36061009000,1
04/2017,36047069602,1
01/2017,36047042700,1
03/2017,36005016300,4
03/2017,36061021900,3
11/2017,36085002002,1
12/2017,36005011900,2
11/2017,36081041500,1
06/2017,36005002300,4
03/2017,36061030300,1
07/2017,36005038600,1
09/2017,36047086800,1
04/2017,36047031701,1
03/2017,36081053900,1
05/2017,36061017402,2
09/2017,36047072400,1
01/2017,36061011202,1
06/2017,36047036300,1
08/2017,36047055300,2
01/2017,36081008800,1
09/2017,36061008700,2
02/2017,36061016001,1
07/2017,36061018300,3
04/2017,36047063200,1
08/2017,36081014300,1
04/2017,36047017900,1
12/2017,36081077903,3
04/2017,36085003600,1
04/2017,36061024900,1
11/2017,36061009100,2
06/2017,36081021600,1
11/2017,36081080900,3
06/2017,36047096600,1
07/2017,36047036600,1
10/2017,36005014500,4
03/2017,36061019100,2
12/2017,36047053500,1
05/2017,36005042300,3
02/2017,36047036501,1
09/2017,36081063800,1
05/2017,36061022500,3
09/2017,36081054000,1
04/2017,36005014701,1
10/2017,36047090000,4
09/2017,36047005300,1
11/2017,36081057900,1
10/2017,36047040500,2
02/2017,36005033400,1
05/2017,36061005200,2
10/2017,36061009800,3
12/2017,36061016100,2
07/2017,36047033700,1
08/2017,36047033000,1
06/2017,36047000501,1
01/2017,36005014900,1
11/2017,36081050800,1
07/2017,36085000800,1
12/2017,36047088200,1
12/2017,36047019800,1
08/2017,36047010800,1
01/2017,36085008100,1
07/2017,36081077907,1
12/2017,36047023100,1
05/2017,36005038000,1
08/2017,36047031500,1
05/2017,36047088000,1
06/2017,36081103201,1
06/2017,36081155102,2
05/2017,36061015400,3
06/2017,36047033100,1
06/2017,36047111600,2
05/2017,36047002100,4
08/2017,36047043600,1
03/2017,36061006700,2
06/2017,36081077907,1
11/2017,36061014801,1
08/2017,36005032800,1
08/2017,36081055300,1
10/2017,36061001502,2
09/2017,36061019300,1
12/2017,36005015300,1
01/2017,36005020100,2
01/2017,36047020100,1
08/2017,36005038301,1
06/2017,36081124100,1
02/2017,36005041400,1
09/2017,36005011900,1
12/2017,36047028400,1
03/2017,36081045400,1
02/2017,36005021601,2
04/2017,36005033202,2
12/2017,36085007700,3
06/2017,36047117202,1
08/2017,36005020200,2
11/2017,36047006300,1
12/2017,36061024900,1
12/2017,36005030900,1
09/2017,36005023900,3
05/2017,36081133300,1
07/2017,36005026300,2
02/2017,36047099000,1
07/2017,36061001502,1
04/2017,36005012101,1
01/2017,36081127700,1
01/2017,36061007200,1
02/2017,36005011502,1
09/2017,36061012900,1
10/2017,36005006400,1
07/2017,36005023000,1
12/2017,36047082600,2
10/2017,36061018200,2
02/2017,36081025301,1
06/2017,36047006700,1
01/2017,36081025100,1
06/2017,36061025700,3
07/2017,36081013700,1
08/2017,36061000600,2
04/2017,36061024500,5
10/2017,36047006400,2
12/2017,36061004500,1
08/2017,36047058600,1
11/2017,36005038900,1
05/2017,36005005902,2
11/2017,36005013500,1
08/2017,36005028500,2
08/2017,36047006500,1
11/2017,36047051900,1
08/2017,36081122300,1
11/2017,36061001402,2
02/2017,36081079701,1
10/2017,36061023400,3
07/2017,36047088000,1
07/2017,36047055000,1
08/2017,36085017010,1
12/2017,36081029100,2
10/2017,36005037900,1
08/2017,36061015602,1
11/2017,36047040900,1
01/2017,36061022400,3
03/2017,36005039100,2
03/2017,36005036100,1
08/2017,36047036100,1
04/2017,36005002702,1
08/2017,36081039400,1
12/2017,36081061900,1
01/2017,36061011900,1
08/2017,36047026700,1
06/2017,36047002901,2
12/2017,36061023501,3
05/2017,36047034900,1
08/2017,36047039300,2
08/2017,36047025100,3
04/2017,36047043500,1
07/2017,36047043500,3
10/2017,36047028100,1
11/2017,36005022902,2
01/2017,36081113900,2
11/2017,36061015700,2
02/2017,36005018102,1
03/2017,36061007100,3
11/2017,36005016700,1
07/2017,36085006400,1
02/2017,36081072100,1
03/2017,36005033600,2
08/2017,36061026300,1
03/2017,36047083200,1
04/2017,36005008300,1
06/2017,36005027402,2
07/2017,36047041600,1
01/2017,36005022101,1
09/2017,36047015900,3
02/2017,36085011202,1
03/2017,36061011201,1
03/2017,36047118000,1
11/2017,36047050900,1
05/2017,36005012901,1
06/2017,36081146300,1
09/2017,36081007700,1
06/2017,36005037300,1
08/2017,36085004000,1
02/2017,36085017300,1
07/2017,36005025300,2
11/2017,36061012700,1
09/2017,36047048100,1
01/2017,36061008700,1
10/2017,36085031901,2
01/2017,36047001500,1
01/2017,36047048100,1
09/2017,36081053900,3
03/2017,36047021900,1
05/2017,36061003002,2
01/2017,36081014201,1
12/2017,36061025500,1
01/2017,36081006100,1
01/2017,36061011800,1
09/2017,36047088400,1
02/2017,36061007100,1
10/2017,36081092900,1
08/2017,36081004300,1
12/2017,36061021200,2
04/2017,36005037600,1
01/2017,36005014500,2
04/2017,36005020000,1
06/2017,36005004200,2
09/2017,36061018200,1
09/2017,36005020100,1
07/2017,36047089400,2
08/2017,36081051200,1
07/2017,36061017100,2
08/2017,36005015700,1
06/2017,36047060000,1
12/2017,36047023500,1
12/2017,36081103201,1
05/2017,36047098200,1
11/2017,36005004600,1
03/2017,36061017401,3
05/2017,36047005000,1
01/2017,36047014900,1
09/2017,36047116000,1
07/2017,36005011900,1
07/2017,36047074800,1
01/2017,36061013600,3
09/2017,36047067800,1
05/2017,36047017100,1
01/2017,36005022102,2
03/2017,36047014900,2
06/2017,36081077904,1
12/2017,36061025900,4
04/2017,36081014000,1
05/2017,36081045400,1
10/2017,36061001300,2
01/2017,36081010200,1
09/2017,36047044500,2
03/2017,36085015601,1
02/2017,36047035500,2
03/2017,36081008500,1
11/2017,36047053500,1
02/2017,36047032300,1
12/2017,36061018000,2
08/2017,36061009000,2
11/2017,36005024000,1
11/2017,36047017700,1
05/2017,36047032900,1
06/2017,36005045600,1
01/2017,36061007800,1
08/2017,36081071702,1
06/2017,36061026500,2
02/2017,36081005100,1
01/2017,36005006300,1
09/2017,36081027800,1
10/2017,36081115100,1
11/2017,36061016800,2
10/2017,36061006400,1
01/2017,36047024900,1
02/2017,36061015900,2
12/2017,36085017700,1
03/2017,36005021601,1
05/2017,36047040400,1
08/2017,36047114600,1
06/2017,36047058800,1
02/2017,36061003602,1
02/2017,36085027702,1
05/2017,36047042600,1
02/2017,36061015602,2
09/2017,36081058500,2
12/2017,36081003300,1
03/2017,36047035100,1
05/2017,36005040701,1
08/2017,36005017902,1
10/2017,36005005200,1
12/2017,36081016900,1
02/2017,36005038500,1
01/2017,36047052500,2
04/2017,36081018900,1
04/2017,36047013300,1
11/2017,36047035500,1
05/2017,36005031000,1
02/2017,36061017100,2
12/2017,36047006900,2
04/2017,36005026900,1
01/2017,36061029300,3
06/2017,36005017500,3
12/2017,36047121400,2
03/2017,36047006800,1
10/2017,36081157101,1
09/2017,36047033000,1
06/2017,36005023200,1
12/2017,36047022600,1
05/2017,36081025100,1
10/2017,36081040700,1
02/2017,36047091600,1
06/2017,36005036901,2
04/2017,36047036200,1
02/2017,36061029500,1
01/2017,36047111000,2
01/2017,36081018300,1
09/2017,36005019500,2
06/2017,36047043400,1
02/2017,36047059402,1
11/2017,36061003602,1
03/2017,36061000800,5
06/2017,36047091200,1
03/2017,36005017702,1
02/2017,36005005902,1
04/2017,36085018100,1
07/2017,36047098600,1
03/2017,36005043500,1
02/2017,36005003300,1
12/2017,36061011100,1
03/2017,36005027700,1
03/2017,36061018900,1
10/2017,36047052600,1
12/2017,36081011900,1
02/2017,36061029100,1
06/2017,36085027301,1
02/2017,36081022002,2
09/2017,36047097400,1
03/2017,36005025600,1
01/2017,36005016500,1
08/2017,36061028100,1
04/2017,36047018501,1
02/2017,36081033900,1
08/2017,36047052700,1
01/2017,36081027900,1
05/2017,36061015300,2
04/2017,36081023500,2
04/2017,36005031800,1
08/2017,36081068700,1
12/2017,36005041500,1
04/2017,36085006700,1
04/2017,36047006900,2
09/2017,36047051300,1
05/2017,36005028300,2
02/2017,36061026300,1
04/2017,36047056500,1
03/2017,36061008900,3
02/2017,36061003002,1
10/2017,36005034500,1
11/2017,36047088200,1
09/2017,36005005200,1
12/2017,36005022404,2
11/2017,36005044901,1
12/2017,36081059500,1
12/2017,36047123700,2
03/2017,36081053000,1
04/2017,36047002901,1
05/2017,36081150701,1
12/2017,36081091900,2
02/2017,36081074900,1
02/2017,36081014300,1
12/2017,36005038302,2
10/2017,36005040304,1
07/2017,36005026100,1
01/2017,36047013500,1
05/2017,36081090700,1
10/2017,36081103202,1
06/2017,36047010000,1
05/2017,36061017700,2
06/2017,36005023702,1
03/2017,36081059100,1
01/2017,36005042901,2
07/2017,36085008100,1
07/2017,36081050000,1
11/2017,36047079802,1
06/2017,36061016300,1
10/2017,36047054900,1
10/2017,36005016100,1
08/2017,36061029700,2
12/2017,36005004300,2
12/2017,36047080000,2
03/2017,36061003002,2
02/2017,36047072400,1
04/2017,36061001600,1
03/2017,36005023302,2
09/2017,36081044301,1
11/2017,36061027100,2
04/2017,36005023200,1
05/2017,36081072100,1
10/2017,36005014701,3
03/2017,36047006500,1
12/2017,36081065600,1
05/2017,36047089400,2
02/2017,36005015200,1
11/2017,36081065600,1
03/2017,36047006900,1
10/2017,36061029500,4
07/2017,36005014701,3
12/2017,36047019500,1
05/2017,36047051200,2
02/2017,36047051900,1
01/2017,36047118201,1
06/2017,36005031000,1
05/2017,36047026600,1
09/2017,36081025301,2
12/2017,36005036901,1
03/2017,36047033300,2
09/2017,36081052800,2
01/2017,36005018302,1
06/2017,36005029302,1
06/2017,36061002602,2
09/2017,36061015900,1
10/2017,36085027702,1
03/2017,36081086500,1
07/2017,36085030302,1
02/2017,36061001002,2
04/2017,36005046000,1
07/2017,36061029300,2
09/2017,36005017500,1
01/2017,36047107800,1
04/2017,36005042400,1
07/2017,36085013800,1
12/2017,36005020400,1
04/2017,36047006600,2
03/2017,36081003300,1
11/2017,36047058400,1
01/2017,36005039200,1
11/2017,36081012200,1
04/2017,36061022500,2
04/2017,36081018401,1
06/2017,36081138502,1
07/2017,36085007500,1
05/2017,36085000700,4
05/2017,36047029400,1
10/2017,36081088901,2
03/2017,36047015100,1
06/2017,36081077903,1
12/2017,36085031901,2
04/2017,36047091200,1
03/2017,36005011502,1
09/2017,36081015400,1
08/2017,36005007500,2
06/2017,36081016300,1
09/2017,36047019300,1
01/2017,36047009800,1
05/2017,36061009300,1
07/2017,36005008700,1
07/2017,36047033900,1
10/2017,36005025500,1
05/2017,36081103900,1
05/2017,36005041800,1
04/2017,36047057100,1
03/2017,36047069000,1
03/2017,36047046201,1
06/2017,36081134100,1
11/2017,36047004700,2
06/2017,36085017007,1
03/2017,36061002400,2
07/2017,36081062100,1
12/2017,36047102200,1
02/2017,36061002400,1
02/2017,36047072200,2
04/2017,36047059600,1
09/2017,36047100400,1
12/2017,36081157902,1
01/2017,36047089600,1
11/2017,36061009200,1
04/2017,36047077000,2
05/2017,36047054300,1
08/2017,36005004100,2
01/2017,36081059100,1
01/2017,36081069400,1
01/2017,36061008603,2
10/2017,36005027700,4
02/2017,36047004700,1
01/2017,36061018400,2
07/2017,36047096400,1
09/2017,36081103202,2
04/2017,36061017300,1
05/2017,36061011100,4
06/2017,36061022200,1
08/2017,36047055700,1
01/2017,36081101001,1
10/2017,36061024100,3
11/2017,36005019500,1
12/2017,36005042400,1
05/2017,36047067400,1
09/2017,36081133900,1
12/2017,36047078800,1
03/2017,36047013800,1
06/2017,36081014100,2
10/2017,36061000900,1
08/2017,36047003900,1
09/2017,36047098800,1
03/2017,36061010000,1
11/2017,36047043200,1
05/2017,36081093402,1
11/2017,36061012200,3
10/2017,36005018102,1
09/2017,36005023200,2
08/2017,36047092400,3
07/2017,36005014900,2
11/2017,36005036501,1
11/2017,36047026300,2
03/2017,36081095400,1
07/2017,36081054000,1
06/2017,36081044601,1
01/2017,36081084000,1
04/2017,36047008000,1
08/2017,36005036901,1
07/2017,36081071701,1
04/2017,36061013600,3
07/2017,36047091800,1
03/2017,36061001600,1
11/2017,36085029104,1
08/2017,36081014900,1
08/2017,36005046000,1
07/2017,36061009200,2
12/2017,36005007600,1
09/2017,36061016300,3
01/2017,36047027100,1
12/2017,36081077500,1
06/2017,36081095400,2
07/2017,36005016900,2
02/2017,36047035200,1
12/2017,36047051602,1
11/2017,36081143500,1
03/2017,36047101200,1
10/2017,36047052700,1
08/2017,36061002900,1
10/2017,36081063700,1
10/2017,36047111600,2
03/2017,36061008200,1
06/2017,36081027600,2
02/2017,36081140300,1
10/2017,36061005600,1
12/2017,36047015300,1
09/2017,36061028700,1
06/2017,36047068200,1
11/2017,36005029500,1
01/2017,36005021800,2
06/2017,36047052500,1
05/2017,36061010602,3
08/2017,36047017700,2
10/2017,36081051200,1
08/2017,36005042100,1
08/2017,36005025700,1
08/2017,36061028300,2
08/2017,36047055100,1
11/2017,36081018101,2
05/2017,36081007700,1
03/2017,36005012102,1
06/2017,36047042100,1
05/2017,36005015700,1
08/2017,36061020600,1
08/2017,36081003300,2
01/2017,36047079802,1
07/2017,36047069601,1
07/2017,36081056800,1
05/2017,36005014900,2
09/2017,36081073900,2
07/2017,36047032100,1
02/2017,36081040500,1
12/2017,36047100600,1
12/2017,36061023502,1
01/2017,36081099703,2
01/2017,36081077907,2
09/2017,36047032900,2
02/2017,36081075702,1
05/2017,36047036600,2
06/2017,36047024900,1
09/2017,36047112200,2
08/2017,36005007100,1
11/2017,36005023502,2
09/2017,36005037300,2
08/2017,36047004500,3
03/2017,36061014000,1
08/2017,36061031703,1
11/2017,36047030300,2
10/2017,36047078400,1
09/2017,36005029500,1
09/2017,36047036502,1
01/2017,36061002500,1
07/2017,36047054900,1
02/2017,36005021800,1
02/2017,36047027300,2
10/2017,36005002500,3
10/2017,36005023702,1
10/2017,36081018900,1
12/2017,36047003900,2
01/2017,36061022700,2
07/2017,36005040502,2
02/2017,36085013800,1
12/2017,36085027702,1
05/2017,36005037504,1
04/2017,36061012600,1
05/2017,36047031900,1
09/2017,36005040600,1
03/2017,36005016000,1
08/2017,36081001900,1
08/2017,36005031200,2
04/2017,36047038100,1
07/2017,36005038000,1
02/2017,36047002300,1
03/2017,36005035100,1
03/2017,36047036900,2
06/2017,36047115200,1
11/2017,36085031901,2
08/2017,36005005200,2
09/2017,36061007100,3
07/2017,36047019300,1
03/2017,36005024100,2
03/2017,36061022302,1
12/2017,36085002002,1
12/2017,36081008500,2
04/2017,36047097000,1
03/2017,36047097400,1
06/2017,36047024800,1
08/2017,36047031701,1
08/2017,36085015601,1
10/2017,36047019300,1
10/2017,36061008900,4
03/2017,36047064200,1
09/2017,36005022300,2
03/2017,36047050300,1
09/2017,36047029400,1
09/2017,36005029302,1
05/2017,36061009700,1
10/2017,36005026702,1
08/2017,36061021400,3
12/2017,36047040400,1
12/2017,36005006300,2
10/2017,36061021303,2
11/2017,36047079400,1
05/2017,36047019400,1
04/2017,36005006800,1
04/2017,36047054800,1
07/2017,36047112200,1
01/2017,36081083700,2
09/2017,36047025500,1
04/2017,36081025800,2
03/2017,36085031901,3
10/2017,36047047700,1
04/2017,36047035100,1
07/2017,36085015601,1
01/2017,36047010400,1
07/2017,36047081000,2
11/2017,36081133300,2
05/2017,36061020000,1
08/2017,36081099703,1
01/2017,36061015601,2
03/2017,36047114400,1
01/2017,36081028300,2
11/2017,36005045101,1
04/2017,36047004100,1
11/2017,36061011402,1
06/2017,36081147100,1
10/2017,36081028900,2
08/2017,36005039901,1
11/2017,36081027500,1
01/2017,36047013100,1
05/2017,36005033400,2
03/2017,36061013900,1
04/2017,36061008000,2
09/2017,36005042000,1
11/2017,36081103201,1
01/2017,36081103201,1
12/2017,36005042600,2
01/2017,36061019702,1
01/2017,36081074100,1
07/2017,36081018900,1
07/2017,36005038302,2
12/2017,36081099704,1
03/2017,36081046900,1
11/2017,36047028502,4
08/2017,36081081400,1
09/2017,36005007600,1
10/2017,36081029500,3
01/2017,36005027600,1
03/2017,36005038301,1
08/2017,36005024000,1
02/2017,36005041300,1
04/2017,36081054900,1
06/2017,36081101001,1
08/2017,36061002201,2
03/2017,36061022500,1
12/2017,36081094202,1
01/2017,36081040500,1
01/2017,36081055300,2
02/2017,36005004600,1
09/2017,36005032600,1
06/2017,36081046200,1
